title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
Wilton Benitez Striped Bourbon Colombia,JBC Coffee Roasters,"Piendamó, Cauca, Colombia",94,$25.00/8 ounces,December 2024,9,9,8,9,9,"Blind Assessment: Floral-toned, deeply fruity. Narcissus, mangosteen, lychee, bergamot, almond butter in aroma and cup. High-toned, malic (apple-like) acidity; crisp, stainy mouthfeel. Exceptionally long, harmonious, resonant finish. Notes: Produced by Wilton Benitez of Granja Paraiso 92, entirely of the Striped Bourbon variety of Arabica, and processed by the thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours. After fermentation, the beans are given a “thermal shock” using hot and cold rinses to help the beans absorb the fermentation metabolites and halt any further fermentation. Afterward, the washed parchment coffee is rapidly dried with an in-house designed Eco-Enigma dehumidifying dryer to avoid over-oxidation or continued fermentation. JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: A thermal shock-processed Colombia Striped Bourbon — a rare variety of Arabica — that delivers juicy fruit, rich aromatics, lively acidity and an especially nice finish. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/wilton-benitez-striped-bourbon-colombia/
LATEST REVIEWS,True Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/7/
Colombia Aponte Honey,Red Rooster Coffee Roaster,"Aponte, Nariño Department, Colombia",94,$23.00/12 ounces,December 2024,9,9,8,9,9,"Blind Assessment: Gently fruit-forward, cocoa-toned. Cocoa nib, watermelon, lychee, macadamia nut, wild honey in aroma and cup. Bright, juicy, balanced acidity; crisp, lightly satiny mouthfeel. Very long, sweet and deep-toned finish, harmoniously integrating all the aromas and flavors of the cup. Notes: Produced by indigenous Inga farmers in the native reservation of Aponte in Nariño, Colombia, from trees of the Caturra and Colombia varieties of Arabica, and processed by the honey method, in which some of the fruit flesh is left on the beans during the drying process. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information. Bottom Line: A richly sweet, honey- and fruit-driven Colombia cup with especially bright, high-toned acidity. Explore Similar Coffees: Click here for more reviews from Red Rooster Coffee Roaster",https://www.coffeereview.com/review/colombia-aponte-honey/
Yunlin Washed Geisha,GuKeng Farmers Association,"Yunlin County, Taiwan",96,NT $800/120 grams,December 2024,9,9,9,10,9,"Blind Assessment: Complex, elegant, lush. Oolong tea, pistachio, jujube, freesia, allspice in aroma and cup. Juicy-tart-savory structure with sparkling acidity; very full, syrupy-smooth mouthfeel. A wild honey note surfaces in the finish, supporting freesia, jujube and allspice. Notes: Produced by members of the GuKeng Farmers Association, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). GuKeng is a new label co-established by the GuKeng Farmers' Association of Yunlin County and local coffee farmers.  The coffee is roasted by the farmers association and is sold at their local farmers' market. Email [email protected] for more information. Bottom Line: This Taiwan-grown washed Geisha is high-toned, deeply complex, and satisfying on every level with its notes of oolong tea, spice-toned florals, and warming spices. Explore Similar Coffees: Click here for more reviews from GuKeng Farmers Association",https://www.coffeereview.com/review/yunlin-washed-geisha/
LATEST REVIEWS,Bargain Cafe,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/5/
Guatemala La Benedicion,True Coffee Roasters,"Palencia, Guatemala Department, Guatemala",93,$23.49/12 ounces,December 2024,9,8,9,9,8,"Blind Assessment: Richly sweet, candylike. Candied violet, dried red plum, cocoa nib, marjoram, pink peppercorn in aroma and cup. Briskly sweet acidity; very full, syrupy-smooth mouthfeel. Cocoa-toned finish supported by notes of candied violet and marjoram. Notes: Produced by Jose Gomez and his son, Jose Gomez, Jr., entirely of the Catimor variety of Arabica, and processed by the honey method, in which some of the fruit flesh is left on the beans during the drying process. True Coffee is a specialty roaster and cafe in Wisconsin whose motto is, “On a never-ending quest to bring you a great cup of coffee, by staying true to the bean.” Visit www.truecoffeeroasters.com for more information. Bottom Line: This intriguing honey-processed Guatemala Catimor has a deep floral sweetness and gets ballast from crisp cocoa nib and sweet herb notes. Explore Similar Coffees: Click here for more reviews from True Coffee Roasters",https://www.coffeereview.com/review/guatemala-la-benedicion/
Guatemala Maravilla La Cumbre Washed Pache,Corvus Coffee,"Huehuetenango, Guatemala",93,$15.00/8 ounces,December 2024,9,8,9,9,8,"Blind Assessment: Deeply, chocolaty, sweet and rich. Dark chocolate, hazelnut, brown sugar, tiger lily, lemon balm in aroma and cup. Gentle, sweet-toned acidity; plush, creamy mouthfeel. Chocolaty, sweetly nutty finish. Notes: Produced by Mauricio Rosales of Finca La Maravilla, entirely of the Pache variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Corvus particularly focuses on processing methods and selective harvesting, which results in small, seasonal micro-lots of uniquely sweet, vibrant and clean flavor profiles. For more information, visit www.corvuscoffee.com. Bottom Line: A classic washed Guatemala cup, resonantly chocolaty, richly nut-toned, with an especially viscous, full body. Explore Similar Coffees: Click here for more reviews from Corvus Coffee",https://www.coffeereview.com/review/guatemala-maravilla-la-cumbre-washed-pache/
Finca Huixoc Geisha,El Gran Cafe,"La Democracia, Huehuetenango Department, Guatemala",94,$24.00/12 ounces,December 2024,9,9,9,9,8,"Blind Assessment: Bright, juicy, floral-toned. Lemon blossom, myrrh, sage honey, almond, white peppercorn in aroma and cup. Rich, high-toned acidity; silky, vibrant mouthfeel. Sage honey and myrrh carry the rich-toned finish. Notes: Produced by Alejandro Solís of Finca Huixoc entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried).  El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A complex, harmonious, savory-leaning washed Guatemala Geisha — richly floral, enigmatically spice-toned, deeply sweet. Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/finca-huixoc-geisha-2/
LATEST REVIEWS,Conscious Cup Coffee Roasters,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/8/
El Salvador Finca Don Jaime,Conscious Cup Coffee Roasters,"Chalatenango growing region, El Salvador",94,$26.00/12 ounces,December 2024,9,8,9,9,9,"Blind Assessment: Sweetly tart, rich-toned. Tamarind, dark chocolate, wine barrel, magnolia, nutmeg in aroma and cup. Crisply sweet, winey acidity; plush, syrupy-smooth mouthfeel. Long, resonant, flavor-laden finish that fulfills the promise of the cup. Notes: Produced by Jaime Guevara of his eponymous farm, entirely of the Pacamara variety of Arabica, and processed by the natural method (dried in the whole fruit). Conscious Cup Coffee Roasters is an independent and family-owned and -operated cafe and coffee roaster specializing in socially and environmentally sustainable coffees. Visit www.consciouscup.com or call 815-356-0115 for more information. Bottom Line: A focused, complex, enigmatic El Salvador Pacamara natural with a sweetly tart, floral throughline and a hint of sweet ferment. Explore Similar Coffees: Click here for more reviews from Conscious Cup Coffee Roasters",https://www.coffeereview.com/review/el-salvador-finca-don-jaime/
LATEST REVIEWS,Heat Coffee,N/A,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/6/
5a Sur,El Gran Cafe,"Antigua Department, Guatemala",91,$7.00/12 ounces,December 2024,9,8,8,9,7,"Blind Assessment: Crisply chocolaty, richly bittersweet. Baking chocolate, mustard seed, yellow plum, fir, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. Gently drying finish centers around notes of baking chocolate and mustard seed with undertones of fir. Notes: Produced by smallholding farmers, from trees of the Bourbon, Caturra and Catuaí varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit El Gran Cafe’s website for more information. Bottom Line: A chocolaty, spice-toned Guatemala with an aromatic wood throughline (think fresh-cut fir). Explore Similar Coffees: Click here for more reviews from El Gran Cafe",https://www.coffeereview.com/review/5a-sur-5/
